Date,bt_Open,bt_High,bt_Low,bt_Close,bt_Volume,bt_Market Cap,eth_Open,eth_High,eth_Low,eth_Close,eth_Volume,eth_Market Cap
16-Oct-19,8204.67,8216.81,7985.09,8047.53,16071646996,1.44824E+11,181.34,181.67,174.06,176.01,7691244590,19040429002
15-Oct-19,8373.46,8410.71,8182.71,8205.37,15220412632,1.4765E+11,186.98,187.76,179.46,181.41,7731456579,19621350993
14-Oct-19,8320.83,8390.21,8284.13,8374.69,15151387859,1.5068E+11,182.03,187.3,181.66,186.96,7276520699,20219637357
13-Oct-19,8336.9,8470.99,8276.61,8321.01,13808286059,1.49701E+11,180.86,185.08,180.32,182.08,6733182273,19688808994
12-Oct-19,8315.66,8415.24,8313.34,8336.56,14532641605,1.49966E+11,182.53,186.3,179.98,180.83,7494328840,19551368532
11-Oct-19,8585.26,8721.78,8316.18,8321.76,19604381101,1.49686E+11,191.8,195.32,181.66,182.57,9128522970,19737401838
10-Oct-19,8585.28,8625.27,8471.93,8586.47,17618660671,1.54431E+11,193.19,193.9,188.31,191.66,8375913276,20717535747
9-Oct-19,8229.84,8627.71,8169.3,8595.74,19384942333,1.5458E+11,182.04,194.3,180.67,193.29,9088122101,20891536595
8-Oct-19,8246.85,8332.72,8185.76,8228.78,15592264032,1.47966E+11,181.11,184.36,179.13,182.02,7466282780,19670825764
7-Oct-19,7989.12,8308.45,7905.77,8245.62,18009742607,1.48253E+11,172.94,182.36,171.53,181.19,7844316834,19578142143
6-Oct-19,8149.88,8161.41,7958.85,7988.16,13160830305,1.43608E+11,176.36,177.36,171.3,173.06,5852890674,18697637484
5-Oct-19,8210.15,8215.53,8071.12,8151.5,12200497197,1.46529E+11,176.95,177.71,173.07,176.35,5837211771,19050956367
4-Oct-19,8259.49,8260.06,8151.24,8205.94,13139456229,1.47492E+11,175.24,178.55,173.56,176.99,6248928449,19116991692
3-Oct-19,8390.77,8414.23,8146.44,8259.99,13668823409,1.48448E+11,180.7,180.8,172.6,175.2,6381403725,18921747814
2-Oct-19,8344.21,8393.04,8227.7,8393.04,13125712443,1.50824E+11,177.22,180.83,175.33,180.71,6335595250,19514521236
1-Oct-19,8299.72,8497.69,8232.68,8343.28,15305343413,1.49914E+11,180.21,185.05,175.81,177.34,7676276225,19148222892
30-Sep-19,8104.23,8314.23,7830.76,8293.87,17115474183,1.49012E+11,170.46,179.87,167.04,179.87,7552915148,19419149343
29-Sep-19,8246.04,8261.71,7990.5,8104.19,13034629109,1.4559E+11,174.61,175.21,167,170.5,6497088199,18405401315
28-Sep-19,8251.27,8285.62,8125.43,8245.92,14141152736,1.48123E+11,174.68,175.78,170.77,174.57,6895423445,18842313324
27-Sep-19,8113.1,8271.52,7965.92,8251.85,16408941156,1.48213E+11,166.65,175.61,163.21,174.71,7909313625,18854855889
26-Sep-19,8487.67,8515.69,7895.63,8118.97,19258205289,1.45812E+11,170.76,171.69,157.13,166.73,7848286154,17991000062
25-Sep-19,8603.43,8744.83,8325.4,8486.99,21744728353,1.52404E+11,168.13,174.72,164.91,170.89,9766632018,18438188568
24-Sep-19,9729.32,9804.32,8370.8,8620.57,25002886689,1.54786E+11,201.84,203.5,162.73,168.11,11757739233,18135747380
23-Sep-19,10067.96,10074.24,9727.14,9729.32,15144925408,1.74675E+11,211.71,211.84,201.89,201.92,7494673136,21780534855
22-Sep-19,10024.12,10074.44,9922.53,10070.39,13199651698,1.80784E+11,215.49,216.09,207.64,211.55,7812854576,22815755536
21-Sep-19,10183.65,10188.1,10000.71,10019.72,13425266806,1.79853E+11,217.9,220.96,215,215.52,7743309778,23241121351
20-Sep-19,10266.32,10285.87,10132.19,10181.64,14734189639,1.82739E+11,221.07,221.6,215.16,218.05,8027974273,23511410671
19-Sep-19,10200.5,10295.67,9851.69,10266.41,19937691247,1.84241E+11,211.25,222.87,204.69,221.28,10620070913,23856751722
18-Sep-19,10247.8,10275.93,10191.47,10198.25,16169268880,1.82999E+11,208.05,216.71,208.05,211.39,9194634557,22787891774
17-Sep-19,10281.51,10296.77,10199.74,10241.27,15304603363,1.83749E+11,197.11,213.73,196.72,208.61,10232590812,22484889435
16-Sep-19,10347.22,10386.87,10189.74,10276.79,15160167779,1.84367E+11,189.69,198.2,189.69,197.11,8242029488,21243167877
15-Sep-19,10356.47,10387.03,10313.09,10347.71,12043433567,1.85618E+11,188.07,190.4,186.45,189.79,6222874780,20451239362
14-Sep-19,10345.4,10422.13,10291.69,10358.05,13468713124,1.85784E+11,181.32,188.45,180.37,188.11,6500686511,20267272633
13-Sep-19,10415.36,10441.49,10226.6,10360.55,14109864675,1.85809E+11,180.98,181.5,178.58,181.11,5955041237,19511050764
12-Sep-19,10176.82,10442.25,10099.24,10410.13,15323563925,1.86679E+11,178.8,182,177.85,181.02,5838605477,19498542852
11-Sep-19,10123.03,10215.95,9980.78,10178.37,15428063426,1.82503E+11,179.84,181.76,176.5,178.73,7157139035,19249367782
10-Sep-19,10336.41,10394.35,10020.57,10115.98,14906809639,1.81361E+11,181.21,184.06,178.12,179.79,6291476772,19361276593
9-Sep-19,10443.23,10450.31,10144.93,10334.97,17595943368,1.85264E+11,181.36,184.15,177.42,181.15,7232938985,19505534124
8-Sep-19,10518.11,10595.64,10409.09,10441.28,13670567493,1.8715E+11,178.28,182.98,178.14,181.36,6472677266,19525276831
7-Sep-19,10353.93,10558.67,10348.92,10517.25,15307366476,1.88489E+11,169.96,180.85,169.44,178.26,6791531342,19189873689
6-Sep-19,10578.2,10898.76,10292.3,10353.3,19536574783,1.8553E+11,174.17,177.72,168.34,169.96,6797611878,18293376881
5-Sep-19,10588.18,10627.27,10516.42,10575.53,14551239508,1.89492E+11,175.97,176.16,171.75,174.22,5589476516,18749645579
4-Sep-19,10621.18,10762.64,10434.71,10594.49,16742664769,1.8981E+11,179.49,180.14,175.33,175.99,5938120494,18938360723
3-Sep-19,10345.73,10736.1,10308.55,10623.54,19384917989,1.90312E+11,178.36,182.35,175.97,179.5,6962728938,19313265198
2-Sep-19,9757.47,10396.59,9730.65,10346.76,17248102294,1.85333E+11,171.7,180.15,170.45,178.35,6503447137,19186913439
1-Sep-19,9630.59,9796.76,9582.94,9757.97,11445355859,1.74768E+11,172.46,173.7,169.53,171.63,5554799576,18461846968
31-Aug-19,9597.54,9673.22,9531.8,9630.66,11454806419,1.72471E+11,168.89,174.32,167.8,172.47,5830212249,18549906272
30-Aug-19,9514.84,9656.12,9428.3,9598.17,13595263986,1.71869E+11,169.49,170.77,167.07,168.83,5776520220,18156660601
29-Aug-19,9756.79,9756.79,9421.63,9510.2,17045878501,1.70275E+11,173.96,174,167.17,169.52,7129569083,18227677831
28-Aug-19,10203.43,10279.37,9716.66,9754.42,17603790323,1.74627E+11,187.5,187.93,172.19,173.89,6696604087,18695530287
27-Aug-19,10372.83,10381.33,10087.3,10185.5,14762609503,1.82326E+11,188.95,188.96,185.47,187.52,6042327402,20158029984
26-Aug-19,10126.3,10512.33,10126.3,10370.82,18438654080,1.85625E+11,186.74,193.44,186.74,188.93,7207986636,20307338403
25-Aug-19,10160.74,10304.62,10008.79,10138.52,14153856610,1.8145E+11,191.23,192.16,184.96,186.84,5826017143,20080495261
24-Aug-19,10407.64,10418.02,9982.3,10159.96,15451030650,1.81814E+11,194.67,194.78,187.63,191.29,6249737982,20555802874
23-Aug-19,10136.31,10442.44,10078.19,10407.97,15627023886,1.86231E+11,191.11,195.91,189.56,194.71,6658162377,20920364879
22-Aug-19,10142.52,10233,9831.46,10131.06,17097508856,1.81257E+11,186.94,194.42,183.38,191.33,7569043874,20555295233
21-Aug-19,10764.57,10798.73,9962.72,10138.05,19473084768,1.81365E+11,196.62,197.03,182.69,186.89,7775772700,20075644245
20-Aug-19,10916.35,10947.04,10618.96,10763.23,15053082175,1.9253E+11,202.81,203.02,195.62,196.57,6408417610,21112106339
19-Aug-19,10350.28,10916.05,10313.2,10916.05,16038264603,1.95243E+11,194.56,203.56,193.11,203.09,6145148692,21810324618
18-Aug-19,10233.01,10487.07,10119.09,10345.81,12999813869,1.85023E+11,185.84,197.52,183.69,194.49,5969012024,20884307088
17-Aug-19,10358.72,10452.62,10086.7,10231.74,13778035685,1.82967E+11,185.53,186.7,182.59,185.69,5512696513,19936235953
16-Aug-19,10319.42,10524.35,9855.48,10374.34,20228207096,1.855E+11,188.64,188.91,180.38,185.44,7133915837,19907120204
15-Aug-19,10038.42,10437.41,9675.32,10311.55,22899115082,1.84358E+11,186.68,189.46,178.14,188.5,8197244441,20233249251
14-Aug-19,10889.49,10889.56,10028.14,10051.7,19990838300,1.79693E+11,208.6,209.07,186.33,186.61,7444456154,20027397541
13-Aug-19,11385.05,11420.05,10830.33,10895.83,16681503537,1.94763E+11,211.34,211.38,205.42,208.71,5946313205,22396531009
12-Aug-19,11528.19,11528.19,11320.95,11382.62,13647198229,2.03441E+11,216.06,216.14,210.95,211.29,5674315559,22670420643
11-Aug-19,11349.74,11523.58,11248.29,11523.58,15774371518,2.05942E+11,206.73,216.6,206.51,216.09,6440605605,23183002869
10-Aug-19,11861.56,11915.66,11323.9,11354.02,18125355447,2.0289E+11,210.53,213.73,203.79,206.73,6584748527,22176113561
9-Aug-19,11953.47,11970.46,11709.75,11862.94,18339989960,2.11961E+11,220.91,221.36,208.25,210.49,6964818795,22576055651
8-Aug-19,11954.04,11979.42,11556.17,11966.41,19481591730,2.13788E+11,226.52,226.77,216.52,220.94,6713525644,23694202562
7-Aug-19,11476.19,12036.99,11433.7,11941.97,22194988641,2.1333E+11,225.93,229.66,222.78,226.39,7020342210,24275514217
6-Aug-19,11811.55,12273.82,11290.73,11478.17,23635107660,2.05023E+11,234.25,239.12,223.55,226.02,7647742672,24232708406
5-Aug-19,10960.74,11895.09,10960.74,11805.65,23875988832,2.10849E+11,222.65,235.64,222.6,234.22,7765060287,25108076876
4-Aug-19,10821.63,11009.21,10620.28,10970.18,16530894787,1.95908E+11,222.58,224.23,218.49,222.67,5238542572,23867371249
3-Aug-19,10519.28,10946.78,10503.5,10821.73,15352685061,1.93234E+11,217.9,224.62,217.33,222.49,5697798687,23845116864
2-Aug-19,10402.04,10657.95,10371.01,10518.17,17489094082,1.87791E+11,217.88,222.18,215.98,217.87,6159440229,23347127327
1-Aug-19,10077.44,10446.92,9922.02,10399.67,17165337858,1.85653E+11,218.55,218.81,212.91,217.81,5965442642,23337361749
31-Jul-19,9604.05,10085.63,9598.1,10085.63,16631520648,1.80029E+11,210.49,218.65,210.44,218.65,6003828340,23425015630
30-Jul-19,9522.33,9701.76,9437.34,9607.42,13829811132,1.71472E+11,211.34,213.61,206.87,210.52,5489918859,22551013736
29-Jul-19,9548.18,9681.65,9472.95,9519.15,13791445323,1.6988E+11,211.12,213.93,208.76,211.27,5485190664,22627969069
28-Jul-19,9491.63,9575.55,9252.3,9552.86,13738687093,1.70462E+11,207.41,212.04,202.25,211.19,5504887934,22616386468
27-Jul-19,9871.16,10167.32,9411.52,9477.68,16817809536,1.691E+11,219.62,223.52,204.9,207.41,6257703908,22208955063
26-Jul-19,9913.13,9916.52,9717.98,9870.3,14495714483,1.76086E+11,219.63,220.24,214.13,219.63,5729852178,23514586698
25-Jul-19,9809.1,10154.25,9773.96,9911.84,15821952090,1.76806E+11,216.97,224.25,216.14,219.62,6731281160,23510336984
24-Jul-19,9887.73,9908.8,9614.31,9811.93,17398734322,1.75006E+11,212.55,217.54,203.89,217.05,7168982843,23232101232
23-Jul-19,10346.75,10346.75,9883.6,9900.77,17851916995,1.76573E+11,217.57,218.52,209.64,212.73,6976091534,22767023810
22-Jul-19,10596.95,10651.79,10154.92,10343.11,16334414913,1.84443E+11,225.7,226.86,213.45,217.56,6338843919,23281138563
21-Jul-19,10777.53,10841.89,10389.6,10599.11,17130580467,1.88987E+11,229.17,229.86,219.03,225.63,6685082868,24141704293
20-Jul-19,10525.82,11048.66,10451.28,10767.14,20206615155,1.91964E+11,221.41,234.2,221.19,229.12,7976245988,24511869214
19-Jul-19,10653.96,10716.98,10229.63,10530.73,20727426310,1.87726E+11,226.66,226.94,215.84,221.33,7606433131,23675884534
18-Jul-19,9698.5,10736.84,9376.8,10666.48,25187024648,1.9013E+11,211.44,229.24,208.04,226.57,9327816059,24232572603
17-Jul-19,9471.21,9963.13,9163.13,9693.8,24569921549,1.72777E+11,199.07,217.98,193.99,211.48,9387747640,22616651114
16-Jul-19,10896.65,10996.63,9448.11,9477.64,24151199070,1.68909E+11,229.75,234.51,197.38,199.19,9036620494,21298941499
15-Jul-19,10257.84,11052.77,9992.01,10895.09,25384047207,1.94148E+11,227.97,235.03,210.39,229.78,9723674244,24566488597
14-Jul-19,11381.02,11451.2,10234.58,10256.06,22486000001,1.82742E+11,269.28,269.64,227.27,227.58,8578339386,24328422207
13-Jul-19,11813.13,11841.96,10908.48,11392.38,21042616384,2.02968E+11,276.29,276.69,263.07,269.46,6716829429,28801816023
12-Jul-19,11354.3,11905.49,11179.14,11815.99,23534692797,2.10494E+11,268.69,278.86,268,276.28,8148936015,29526802979
11-Jul-19,12139.71,12144.62,11158.92,11358.66,28595327690,2.02324E+11,289.95,290.02,266.09,268.7,10216287022,28713849048
10-Jul-19,12571.54,13129.53,11710.98,12156.51,33627574244,2.16516E+11,308.85,313.07,285.57,290,11679985167,30985827113
9-Jul-19,12284.33,12779.13,12233.26,12573.81,28167921523,2.23928E+11,313.33,318.22,305.29,308.88,10055159803,32998749928
8-Jul-19,11446.6,12345.83,11393.37,12285.96,23482551458,2.18778E+11,305.73,314.27,303.5,313.25,9078905628,33461369498
7-Jul-19,11217.62,11541.62,11148.8,11450.85,19369044277,2.03882E+11,287.6,310.14,286.11,305.7,8119724981,32650611906
6-Jul-19,10982.54,11620.97,10982.54,11208.55,21092024306,1.99546E+11,287.89,295.99,286.67,287.55,7674615025,30707785756
5-Jul-19,11203.1,11395.66,10874.96,10978.46,23838480210,1.95425E+11,284.38,293.92,282.69,288,8723493015,30751916427
4-Jul-19,11972.72,12006.08,11166.57,11215.44,25920294033,1.99617E+11,303.03,303.96,282.77,284.52,8403513106,30377082394
3-Jul-19,10818.16,11968.08,10818.16,11961.27,30796494294,2.12867E+11,291.76,303.34,291.4,303.1,9926711979,32356299765
2-Jul-19,10588.68,10912.19,9737.88,10801.68,31015895223,1.92207E+11,293.54,295.66,272.6,291.6,10618413952,31124332021
1-Jul-19,10796.93,11206.44,10089.31,10583.13,29378589324,1.88298E+11,290.27,301.03,280.02,293.64,10292223948,31338571563
30-Jun-19,11931.99,12178.38,10799.01,10817.16,27256473494,1.92442E+11,319.58,322.79,290.7,290.7,10303111000,31020295932
29-Jun-19,12400.76,12400.91,11508.38,11959.37,29923961128,2.1274E+11,311.28,322.04,294.75,320.06,10929374565,34149263832
28-Jun-19,11162.17,12445.18,10914.49,12407.33,35087757766,2.20681E+11,294.14,313.03,292.94,311.23,11514656820,33202586960
27-Jun-19,13017.12,13311.14,10491.85,11182.81,39977475223,1.98879E+11,336.96,343.43,278.57,294.27,14038092503,31389390615
26-Jun-19,11778.58,13796.49,11755.6,13016.23,45105733173,2.31462E+11,317.99,361.4,315.95,336.75,16437084081,35916727561
25-Jun-19,11007.2,11790.92,11007.2,11790.92,24879684533,2.09648E+11,310.68,318.13,307.64,318.13,9641764965,33925713000
24-Jun-19,10853.74,11065.9,10610.43,11011.1,19271652365,1.95763E+11,307.72,312.33,299.56,310.42,8205712062,33100160024
23-Jun-19,10696.69,11246.14,10556.1,10855.37,20998326502,1.9297E+11,309.42,318.57,305.76,307.83,8161062380,32819043043
22-Jun-19,10175.92,11157.35,10107.04,10701.69,29995204861,1.90214E+11,295.12,315.19,294.73,309.38,10613731255,32980338717
21-Jun-19,9525.07,10144.56,9525.07,10144.56,20624008643,1.80293E+11,271.74,295.3,271.74,294.91,9331694140,31433771859
20-Jun-19,9273.06,9594.42,9232.48,9527.16,17846823784,1.69305E+11,269.41,274.07,265.5,271.7,6408981097,28955655290
19-Jun-19,9078.73,9299.62,9070.4,9273.52,15546809946,1.64781E+11,265.06,270.33,264.75,269.43,5516510947,28710780975
18-Jun-19,9335.47,9348.37,9004.9,9081.76,15848210536,1.61354E+11,274.32,274.32,263.14,265.05,6205242504,28240458529
17-Jun-19,8988.92,9416.41,8988.92,9320.35,15562951919,1.65573E+11,269.09,275.44,268.35,274.35,6009795781,29227567867
16-Jun-19,8841.44,9335.87,8814.56,8994.49,23348550311,1.59769E+11,268.9,278.14,265.54,269.22,9676746453,28677606760
15-Jun-19,8689.75,8859.13,8618.4,8838.38,18371033226,1.56982E+11,263.93,271.51,262.12,269.02,8126853944,28652203067
14-Jun-19,8230.9,8710.64,8183.39,8693.83,19831162906,1.54399E+11,256.18,265.37,254.15,264.09,8676891267,28123338884
13-Jun-19,8145.55,8311.57,8087.06,8230.92,18669407147,1.4616E+11,260.91,262.16,255.6,256.17,8442077836,27276572627
12-Jun-19,7925.43,8196.65,7862.36,8145.86,19034432883,1.44635E+11,245.93,261.02,244.49,260.9,8645598618,27777154177
11-Jun-19,8004.24,8026.39,7772.8,7927.71,17107279932,1.40749E+11,247.86,248.66,239.83,245.78,7382269700,26163906569
10-Jun-19,7692.28,8031.91,7586.73,8000.33,18689275117,1.42023E+11,232.83,247.66,229.34,247.52,8141159848,26345596475
9-Jun-19,7949.67,7975.97,7583.22,7688.08,16610726547,1.36465E+11,245.54,245.97,229.26,233.09,7566421456,24806123509
8-Jun-19,8036.77,8076.89,7837.61,7954.13,16522722810,1.41173E+11,251.25,252.38,243.23,245.74,7225996863,26149221979
7-Jun-19,7826.9,8126.15,7788.37,8043.95,19141423231,1.42755E+11,249.34,254.35,246.6,250.93,8379534528,26698353830
6-Jun-19,7819.63,7937.34,7571.47,7822.02,19474611077,1.38801E+11,246.93,249.94,238.5,249.47,8265146806,26540057659
5-Jun-19,7704.34,7901.85,7668.67,7824.23,21760923463,1.38825E+11,241.5,248.14,239.98,247.05,8548917062,26278874480
4-Jun-19,8210.99,8210.99,7564.49,7707.77,24609731549,1.36743E+11,252.51,252.51,236.13,241.34,10132549747,25667971281
3-Jun-19,8741.75,8743.5,8204.19,8208.99,22004511436,1.45619E+11,270.09,270.33,251.26,252.61,9375712917,26863086906
2-Jun-19,8565.47,8809.3,8561.24,8742.96,20266216022,1.55077E+11,265.51,272.81,265.04,270.23,8744111713,28732949885
1-Jun-19,8573.84,8625.6,8481.58,8564.02,22488303544,1.5189E+11,268.43,273.56,263.52,265.39,9942869852,28215330784
31-May-19,8320.29,8586.66,8172.55,8574.5,25365190957,1.5206E+11,256.02,268.66,249.11,268.11,11255023515,28501098831
30-May-19,8661.76,9008.31,8221.27,8319.47,29246528551,1.47525E+11,269.55,287.2,247.35,255.86,13604268584,27194892741
29-May-19,8718.59,8755.85,8482.73,8659.49,23473479966,1.53537E+11,271.78,273.76,263.09,269.46,9819132174,28636457373
28-May-19,8802.76,8807.02,8634.72,8719.96,24226919267,1.5459E+11,272.59,274.32,267.51,271.77,10362846898,28878512607
27-May-19,8674.07,8907.17,8668.7,8805.78,27949839564,1.56094E+11,267.14,278.51,265.44,272.86,12074664736,28991071396
26-May-19,8055.21,8687.52,7924.67,8673.22,26677970091,1.53725E+11,251.72,269.17,247.25,267.07,9664267731,28371943145
25-May-19,7991.89,8117.93,7965.98,8052.54,22256813107,1.42708E+11,249.69,257.36,249.09,251.76,8924985385,26742086786
24-May-19,7881.7,8140.72,7824.45,7987.37,25919126991,1.41539E+11,245.99,255.26,243.24,249.48,9929433206,26497014858
23-May-19,7677.27,7943.79,7533.2,7881.85,24457107820,1.39654E+11,244.67,247.62,233.79,245.97,10671663487,26119891327
22-May-19,7956.29,7997.61,7615.99,7680.07,24719473175,1.36064E+11,255,258.8,242.73,244.7,9818257463,25982060192
21-May-19,7977.97,8062.17,7843.34,7963.33,25127245056,1.41066E+11,251.65,262.11,248.2,255.22,11545049593,27095257004
20-May-19,8196.92,8200.97,7678.78,7978.31,23843404340,1.41316E+11,261.27,261.55,241.8,251.86,10834541285,26736046292
19-May-19,7267.96,8261.94,7267.96,8197.69,25902422040,1.45185E+11,234.45,263.74,233.76,261.29,12049250894,27733299057
18-May-19,7341.66,7447.27,7251.5,7271.21,21354286562,1.28762E+11,243.91,246.36,233.1,234.6,10933142646,24896520187
17-May-19,7886.93,7929.15,7038.12,7343.9,30066644905,1.30035E+11,263.85,266.98,227.77,243.76,16037551694,25866318005
16-May-19,8194.5,8320.82,7729.61,7884.91,33167197581,1.396E+11,246.94,275.39,245.8,264.01,18661465873,28010958253
15-May-19,7989.37,8216.42,7899.11,8205.17,28344112920,1.45254E+11,217.01,247.45,216.82,247.15,13460006534,26219111162
14-May-19,7807.88,8268.71,7696.39,7994.42,32031452227,1.41509E+11,196.74,217.87,196.05,217.15,12751049755,23033114137
13-May-19,6971.18,8047.41,6898.28,7814.92,28677672181,1.38317E+11,187.42,205.1,185.31,196.85,10367149039,20876934045
12-May-19,7203.51,7503.87,6815.77,6972.37,27773333680,1.2339E+11,194.16,201.88,183.65,187.33,10326050090,19864635091
11-May-19,6379.67,7333,6375.7,7204.77,28867562329,1.27488E+11,173.14,203.47,173.14,194.3,12578331654,20602050120
10-May-19,6175.82,6434.62,6161.52,6378.85,19419875368,1.12863E+11,170.31,175.89,168.99,173.14,8036919053,18355936406
9-May-19,5982.32,6183.04,5982.32,6174.53,16784645411,1.09239E+11,170.95,172.88,167.25,170.29,6546914198,18051087500
8-May-19,5849.48,5989.98,5794.72,5982.46,15320605300,1.05829E+11,169.9,172.18,166.41,170.95,6416569598,18118602844
7-May-19,5745.6,5988.18,5741.4,5829.5,18026409033,1.03112E+11,172.43,180.39,169.69,169.8,8411140170,17994460619
6-May-19,5791.69,5802.96,5653.69,5746.81,15737171804,1.0164E+11,163.34,175.76,159.99,172.65,7540096853,18294624766
5-May-19,5831.07,5833.86,5708.04,5795.71,14808830723,1.02494E+11,164.02,165.4,159.7,163.45,5938415562,17317292591
4-May-19,5769.2,5886.89,5645.47,5831.17,17567780766,1.03112E+11,167.89,170.65,161.79,164.03,6658100049,17376070198
3-May-19,5505.55,5865.88,5490.2,5768.29,18720780006,1.01986E+11,162.08,170.07,161.08,167.95,7299410672,17789626262
2-May-19,5402.42,5522.26,5394.22,5505.28,14644460907,97330112147,160.85,162.94,160.06,162.12,6044171062,17169962760
1-May-19,5350.91,5418,5347.65,5402.7,13679528236,95501110091,162.19,164.06,159.66,160.82,5789172433,17029616915
30-Apr-19,5247.73,5363.26,5224.19,5350.73,13878964574,94573826827,155.17,162.43,155.17,162.17,6275803460,17170110493
29-Apr-19,5284.86,5311.27,5216.49,5247.35,13735490672,92737510865,157.29,158.33,153.19,155.2,6053776253,16430642271
28-Apr-19,5271.75,5326.23,5255.68,5285.14,12819992056,93391244395,158.5,159.57,157.13,157.3,5379894433,16650076837
27-Apr-19,5279.47,5310.75,5233.64,5268.29,13111274675,93086156556,156.27,160.59,155.62,158.43,5863109118,16768575998
26-Apr-19,5210.3,5383.63,5177.37,5279.35,16812108040,93272287960,154.58,158.03,152.09,156.35,7505283355,16545462357
25-Apr-19,5466.52,5542.24,5181.34,5210.52,15330283408,92046492864,165.91,166.51,153.85,154.46,6820332362,16343573973
24-Apr-19,5571.51,5642.04,5418.26,5464.87,17048033399,96530038144,171.35,171.57,161.98,165.83,7351304156,17544029659
23-Apr-19,5399.37,5633.8,5389.41,5572.36,15867308108,98417387004,172.01,176.85,170.9,171.45,7097827092,18136462572
22-Apr-19,5312.49,5422.69,5280.28,5399.37,14601631648,95354207776,170.02,173.07,168.73,171.87,6094878077,18179292263
21-Apr-19,5335.88,5359.93,5257.34,5314.53,13731844223,93847052256,173.72,174.42,167.43,170.05,6005571688,17983602095
20-Apr-19,5304.16,5358.49,5295.88,5337.89,13169647522,94248717444,173.72,176.71,171.79,173.75,6142567812,18373023202
19-Apr-19,5298.15,5336.68,5233.34,5303.81,13780238655,93638345002,173.79,173.98,170.62,173.71,6541053061,18366130180
18-Apr-19,5251.48,5319.99,5250.51,5298.39,13256489918,93532402741,166.91,175.37,166.67,173.81,6971581464,18374913022
17-Apr-19,5236.14,5274.28,5219.21,5251.94,12438480677,92702617458,167.55,168.94,165.5,166.95,5596102715,17647086048
16-Apr-19,5066.58,5238.95,5055.19,5235.56,11618660197,92404613297,161.53,167.67,160.89,167.62,5180105341,17715913572
15-Apr-19,5167.32,5196.61,5024.07,5067.11,12290155061,89422237603,167.9,168.82,159.56,161.57,5672311824,17074367783
14-Apr-19,5095.76,5184.02,5053.57,5167.72,10391952498,91188595341,164.48,168.59,162.78,167.84,4846298303,17734050269
13-Apr-19,5088.85,5127.12,5061.59,5096.59,10823289598,89925574875,164.62,166.36,163.01,164.51,4959301561,17380468169
12-Apr-19,5061.2,5103.27,4955.85,5089.54,13675206312,89792633045,165.34,166.13,161.03,164.74,6237185309,17401765647
11-Apr-19,5325.08,5354.23,5017.3,5064.49,16555616019,89341168457,177.34,177.49,162.32,165.5,7859383417,17479876008
10-Apr-19,5204.11,5421.65,5193.38,5324.55,15504590933,93918439274,176.07,183.13,175.23,177.34,7856924879,18728058767
9-Apr-19,5289.92,5289.92,5167.42,5204.96,14722104361,91799330425,180.22,180.25,175.09,176.11,7632529578,18596496042
8-Apr-19,5199.84,5318.84,5148.21,5289.77,17154113634,93286365973,174.45,184.38,174.16,180.26,9304964610,19031640376
7-Apr-19,5062.79,5235.19,5050.41,5198.9,16655416140,91674230186,165.98,175.21,164.93,174.53,7596176020,18424576820
6-Apr-19,5036.79,5205.82,4992.22,5059.82,16929795194,89212733450,165.51,172.52,161.8,165.95,7167016221,17516082778
5-Apr-19,4922.81,5053.51,4919.49,5036.68,16837325387,88796118650,158.02,167.22,157.44,165.51,7531316908,17468192986
4-Apr-19,4971.31,5063.16,4836.79,4922.8,18251810240,86778727821,161.43,164.93,155.24,158.05,7953123529,16678477300
3-Apr-19,4879.96,5307,4876.62,4973.02,22899891582,87655288145,164.01,178.32,157.32,161.46,10622456246,17035703564
2-Apr-19,4156.92,4905.95,4155.32,4879.88,21315047816,85986009273,141.84,165.23,141.64,163.96,9826645698,17297572365
1-Apr-19,4105.36,4164.95,4096.9,4158.18,10157794171,73269368747,141.47,142.73,140.74,141.83,4611999536,14960828861
31-Mar-19,4105.46,4113.02,4094.1,4105.4,9045122443,72339379036,142.14,142.19,140.7,141.51,4249050197,14925533137
30-Mar-19,4092.14,4296.81,4053.91,4106.66,9732688060,72355190645,142.36,149.61,141.03,142.09,5144662127,14984615423
29-Mar-19,4068.3,4113.5,4034.1,4098.37,10918665557,72202088875,139.34,142.55,138.05,142.5,5125602702,15025361637
28-Mar-19,4087.58,4094.9,4040.27,4069.11,9353915899,71678998915,141.01,141.01,138.43,139.42,4163212475,14698609599
27-Mar-19,3984.24,4087.07,3977.81,4087.07,10897131934,71987847571,135.45,141.08,135.34,140.99,5228240093,14862394451
26-Mar-19,3969.23,3985.08,3944.75,3985.08,10707678815,70184147203,135.05,135.46,133.76,135.46,4499271679,14277816266
25-Mar-19,4024.11,4038.84,3934.03,3963.07,10359818883,69789872373,137.08,137.7,133.49,135.03,4480516753,14230733149
24-Mar-19,4035.16,4040.7,4006.19,4022.17,9144851065,70823042992,138.32,138.38,136.31,136.99,4266845458,14434995337
23-Mar-19,4022.71,4049.88,4015.96,4035.83,9578850549,71056017910,137.04,139.39,136.91,138.24,4436568613,14565143357
22-Mar-19,4028.51,4053.91,4021.54,4023.97,9252935969,70840048102,136.56,138.79,136.23,137.18,4490899266,14451740115
21-Mar-19,4083.95,4097.36,4005.15,4029.33,10831212662,70926226882,140.48,141,135.86,136.64,5087247796,14392427839
20-Mar-19,4070.79,4089.46,4031.11,4087.48,10175916388,71942444088,140.48,140.95,138.31,140.69,4664134462,14817151375
